ID,Sex,Age
S9-2-0031,2,25
S9-2-0032,2,21
S9-2-0033,1,30
S9-2-0034,1,26
S9-2-0035,1,26
S9-2-0036,1,23
S9-2-0037,2,19
S9-2-0038,1,24
S9-2-0039,1,27
S9-2-0040,1,27
S9-2-0041,2,25
S9-2-0042,2,26
S9-2-0043,2,28
S9-2-0044,1,27
S9-2-0045,1,24
S9-2-0046,1,21
S9-2-0047,2,36
S9-2-0048,2,44
S9-2-0049,2,52
S9-2-0050,1,32
S10-2-0001,2,29
S10-2-0002,1,31
S10-2-0003,1,25
S10-2-0004,1,29
S10-2-0005,1,20
S10-2-0006,2,39
S10-2-0007,2,0
S10-2-0008,1,0
S10-2-0009,2,46
S10-2-0010,2,40
S10-2-0011,2,35
S10-2-0012,1,29
S10-2-0013,1,31
S10-2-0014,1,33
S10-2-0015,1,32
S10-2-0016,2,24
S10-2-0017,2,17
S10-2-0018,2,17
S10-2-0019,2,33
S10-2-0020,1,49
S10-2-0021,1,49
S10-2-0022,1,27
S10-2-0023,1,29
S10-2-0024,2,23
S10-2-0025,1,29
S10-2-0026,2,49
S10-2-0027,1,27
S10-2-0028,1,33
S10-2-0029,1,30
S10-2-0030,2,31
S10-2-0031,1,30
S10-2-0032,1,30
S10-2-0033,1,49
S11-2-0001,2,27
S11-2-0002,2,27
S11-2-0003,1,22
S11-2-0004,1,27
S11-2-0005,1,31
S11-2-0006,2,46
S11-2-0007,2,56
S11-2-0008,2,38
S11-2-0009,2,25
S11-2-0010,2,41
S11-2-0011,2,26
S11-2-0012,2,32
S11-2-0013,1,29
S11-2-0014,1,24
S11-2-0015,2,51
S11-2-0016,2,27
S11-2-0017,2,27
S11-2-0018,1,22
S11-2-0019,1,27
S11-2-0020,1,30
S11-2-0021,2,46
S11-2-0022,2,56
S11-2-0023,2,38
S11-2-0024,2,25
S11-2-0025,2,41
S11-2-0026,2,26
S11-2-0027,2,32
S11-2-0028,1,29
S11-2-0029,1,24
S12-2-0001,1,32
S12-2-0002,1,31
S12-2-0003,2,32
S12-2-0004,1,29
S12-2-0005,1,29
S12-2-0006,1,35
S13-2-0001,1,43
S13-2-0002,2,48
S13-2-0003,2,25
S13-2-0004,2,42
S13-2-0005,1,36
S13-2-0006,2,26
S13-2-0007,2,35
S13-2-0008,2,28
S13-2-0009,2,43
S13-2-0010,2,56
S13-2-0011,2,46
S13-2-0012,1,27
S13-2-0013,2,27
S13-2-0014,1,28
S13-2-0015,2,21
S13-2-0016,1,22
S13-2-0017,1,25
S14-2-0001,2,27
S14-2-0002,2,33
S14-2-0003,2,38
S14-2-0004,1,27
S14-2-0005,1,31
S14-2-0006,1,26
S14-2-0007,2,26
S14-2-0008,2,26
S14-2-0009,2,25
S14-2-0010,1,27
S14-2-0011,1,44
S14-2-0012,2,42
S14-2-0013,2,27
S14-2-0014,1,27
S14-2-0015,2,26
S14-2-0016,1,26
S14-2-0017,2,33
S14-2-0018,1,32
S14-2-0019,2,34
S14-2-0020,1,29
S14-2-0021,2,28
S14-2-0022,1,28
S14-2-0023,2,28
S14-2-0024,1,27
S14-2-0025,2,28
S14-2-0026,2,28
S14-2-0027,1,37
S14-2-0028,1,28
S14-2-0029,2,21
S14-2-0030,1,28
S14-2-0031,1,33
S14-2-0032,2,27
S15-2-0001,2,22
S15-2-0002,2,55
S15-2-0003,2,33
S15-2-0004,1,55
S15-2-0005,1,64
S15-2-0006,2,40
S15-2-0007,2,42
S15-2-0008,2,30
S15-2-0009,2,22
S15-2-0010,2,23
S15-2-0011,1,26
S15-2-0012,2,22
S15-2-0013,1,25
S15-2-0014,1,30
S15-2-0015,2,51
S15-2-0016,2,24
S15-2-0017,1,34
S15-2-0018,2,57
S15-2-0019,2,19
S15-2-0020,1,55
S15-2-0021,1,49
S15-2-0022,2,24
S15-2-0023,2,45
S15-2-0024,1,35
S15-2-0025,1,22
S15-2-0026,2,50
S15-2-0027,2,51
S15-2-0028,2,44
S15-2-0029,1,69
S15-2-0030,2,35
S15-2-0031,2,55
S15-2-0032,1,80
S15-2-0033,1,73
S15-2-0034,2,53
S15-2-0035,1,79
S15-2-0036,1,27
S15-2-0037,2,58
S15-2-0038,2,59
S15-2-0039,1,68
S15-2-0040,1,61
S15-2-0041,1,75
S15-2-0042,1,66
S15-2-0043,1,36
S15-2-0044,1,55
S15-2-0045,1,62
S15-2-0046,1,24
S15-2-0047,1,54
S15-2-0048,1,63
S15-2-0049,2,60
S15-2-0050,1,63
S16-2-0001,1,34
S16-2-0002,2,32
S16-2-0003,2,33
S16-2-0004,2,38
S16-2-0005,2,22
S16-2-0006,2,42
S16-2-0007,2,23
S16-2-0008,2,49
S16-2-0009,1,21
S16-2-0010,1,31
S16-2-0011,1,31
S16-2-0012,1,35
S16-2-0013,2,24
S16-2-0014,1,18
S16-2-0015,2,18
S16-2-0016,2,26
S16-2-0017,2,24
S16-2-0018,2,24
S16-2-0019,1,23
S16-2-0020,2,34
S16-2-0021,1,47
S16-2-0022,2,37
S16-2-0023,1,34
S16-2-0024,2,48
S16-2-0025,1,29
S16-2-0026,2,26
S16-2-0027,1,24
S16-2-0028,1,20
S16-2-0029,2,54
S16-2-0030,1,54
S16-2-0031,2,27
S17-2-0001,2,23
S17-2-0002,2,21
S17-2-0003,2,22
S17-2-0004,2,22
S17-2-0005,2,21
S17-2-0006,2,21
S17-2-0007,2,18
S17-2-0008,2,21
S17-2-0009,2,18
S17-2-0010,2,20
S17-2-0011,1,21
S17-2-0012,2,18
S17-2-0013,1,24
S17-2-0014,2,19
S17-2-0015,2,17
S17-2-0016,2,20
S17-2-0017,2,20
S17-2-0018,2,17
S17-2-0019,2,18
S17-2-0020,2,18
S17-2-0021,2,23
S17-2-0022,2,23
S17-2-0023,1,20
S17-2-0024,2,21
S17-2-0025,2,23
S17-2-0026,2,24
S17-2-0027,1,19
S17-2-0028,2,19
S17-2-0029,1,20
S17-2-0030,1,21
S17-2-0031,1,21
S17-2-0032,2,20
S17-2-0033,2,20
S17-2-0034,2,22
S17-2-0035,2,20
S17-2-0036,2,23
S17-2-0037,1,23
S17-2-0038,1,20
S17-2-0039,1,19
S17-2-0040,1,23
S17-2-0041,1,19
S17-2-0042,1,14
S17-2-0043,1,19
S17-2-0044,2,19
S18-2-0001,1,18
S18-2-0002,2,23
S18-2-0003,1,20
S18-2-0004,2,44
S18-2-0005,1,24
S18-2-0006,2,26
S18-2-0007,1,34
S18-2-0008,1,24
S18-2-0009,2,32
S18-2-0010,1,26
S18-2-0011,2,40
S18-2-0012,2,35
S18-2-0013,1,23
S18-2-0014,2,33
S18-2-0015,2,38
S18-2-0016,2,44
S18-2-0017,2,33
S18-2-0018,2,27
S18-2-0019,1,29
S18-2-0020,2,29
S19-2-0001,2,35
S19-2-0002,1,20
S19-2-0003,2,42
S19-2-0004,2,43
S19-2-0005,2,51
S19-2-0006,1,28
S19-2-0007,1,21
S19-2-0008,2,48
S19-2-0009,2,45
S19-2-0010,2,47
S19-2-0011,2,19
S19-2-0012,1,27
S19-2-0013,1,27
S19-2-0014,2,21
S19-2-0015,1,20
S19-2-0016,2,23
S19-2-0017,1,40
S19-2-0018,1,38
S19-2-0019,1,39
S19-2-0020,2,44
S19-2-0021,1,30
S19-2-0022,1,29
S19-2-0023,2,22
S19-2-0024,2,39
S19-2-0025,1,27
S19-2-0026,1,48
S19-2-0027,1,30
S19-2-0028,1,43
S19-2-0029,2,39
S19-2-0030,2,47
S19-2-0031,1,40
S19-2-0032,2,45
S19-2-0033,2,41
S19-2-0034,1,49
S19-2-0035,1,32
S19-2-0036,2,52
S20-2-0001,1,24
S20-2-0002,2,23
S20-2-0003,1,24
S20-2-0004,1,22
S20-2-0005,1,22
S20-2-0006,2,22
S20-2-0007,2,23
S20-2-0008,1,23
S20-2-0009,2,24
S20-2-0010,2,21
S20-2-0011,2,22
S20-2-0012,2,54
S20-2-0013,2,45
S20-2-0014,1,21
S20-2-0015,2,50
S20-2-0016,1,61
S20-2-0017,1,30
S20-2-0018,1,44
S20-2-0019,2,41
S20-2-0020,1,27
S20-2-0021,2,47
S20-2-0022,1,58
S20-2-0023,2,45
S20-2-0024,2,48
S20-2-0025,2,61
S20-2-0026,1,52
S20-2-0027,2,26
S20-2-0028,2,25
S20-2-0029,2,46
S20-2-0030,2,59
S20-2-0031,2,47
S20-2-0032,2,27
S20-2-0033,2,50
S20-2-0034,1,33
S20-2-0035,2,26
S20-2-0036,2,33
S20-2-0037,2,27
S20-2-0038,1,51
S20-2-0039,1,56
S20-2-0040,1,49
S20-2-0041,1,50
S20-2-0042,2,25
S20-2-0043,1,29
S20-2-0044,1,30
S20-2-0045,1,29
S20-2-0046,2,37
S20-2-0047,2,27
S20-2-0048,1,27
S20-2-0049,2,47
S20-2-0050,2,46
S20-2-0051,2,45
S20-2-0052,1,23
S20-2-0053,2,45
S20-2-0054,1,30
S20-2-0055,2,47
S20-2-0056,1,56
S20-2-0057,2,52
S20-2-0058,1,49
S20-2-0059,2,30
S20-2-0060,2,32
S20-2-0061,2,42
S20-2-0062,1,44
S20-2-0063,1,47
S20-2-0064,2,50
S20-2-0065,2,26
S20-2-0066,1,44
S20-2-0067,1,44
S20-2-0068,2,19
S20-2-0069,2,50
S20-2-0070,1,40
S20-2-0071,1,38
S20-2-0072,2,38
S20-2-0073,2,42
S20-2-0074,1,23
S20-2-0075,1,24
S20-2-0076,2,22
S20-2-0077,2,23
S20-2-0078,1,39
S20-2-0079,1,25
S20-2-0080,2,46
S20-2-0081,1,22
S20-2-0082,1,42
S20-2-0083,1,40
S20-2-0084,2,21
S20-2-0085,2,21
S20-2-0086,2,23
S20-2-0087,1,25
S20-2-0088,2,19
S20-2-0089,1,23
S20-2-0090,2,21
S20-2-0091,2,22
S20-2-0092,2,20
S20-2-0093,2,23
S20-2-0094,2,20
S20-2-0095,1,49
S20-2-0096,2,22
S20-2-0097,1,23
S20-2-0098,1,21
S20-2-0099,1,21
S20-2-0100,2,49
S20-2-0101,1,20
S20-2-0102,2,23
S20-2-0103,2,25
S20-2-0104,2,21
S20-2-0105,1,35
S20-2-0106,2,22
S20-2-0107,1,23
S20-2-0108,2,22
S20-2-0109,1,22
S20-2-0110,2,24
S20-2-0111,1,24
S20-2-0112,2,22
S20-2-0113,2,21
S20-2-0114,2,20
S20-2-0115,2,21
S20-2-0116,1,21
S20-2-0117,2,20
S20-2-0118,2,20
S20-2-0119,2,21
S20-2-0120,2,24
S20-2-0121,2,24
S20-2-0122,2,39
S20-2-0123,2,57
S20-2-0124,1,22
S20-2-0125,2,23
S20-2-0126,1,23
S20-2-0127,2,23
S20-2-0128,2,23
S20-2-0129,2,23
S20-2-0130,2,23
S20-2-0131,1,22
S20-2-0132,2,24
S20-2-0133,1,24
S20-2-0134,2,19
S20-2-0135,2,23
S20-2-0136,1,21
S20-2-0137,2,26
S20-2-0138,2,23
S20-2-0139,2,23
S20-2-0140,2,23
S20-2-0141,2,23
S20-2-0142,2,23
S20-2-0143,1,24
S20-2-0144,2,25
S20-2-0145,1,25
S20-2-0146,2,23
S20-2-0147,2,26
S20-2-0148,1,27
S20-2-0149,2,50
S20-2-0150,2,47
S20-2-0151,2,23
S20-2-0152,2,24
S20-2-0153,2,24
S20-2-0154,1,25
S20-2-0155,2,24
S20-2-0156,2,20
S20-2-0157,1,22
S20-2-0158,1,19
S20-2-0159,1,22
S20-2-0160,1,23
S20-2-0161,1,20
S20-2-0162,1,26
S20-2-0163,2,19
S20-2-0164,2,20
S20-2-0165,2,27
S20-2-0166,2,44
S20-2-0167,2,60
S20-2-0168,2,55
S20-2-0169,1,62
S20-2-0170,2,61
S20-2-0171,2,58
S20-2-0172,2,53
S20-2-0173,1,58
S20-2-0174,2,53
S20-2-0175,2,45
S20-2-0176,2,49
S20-2-0177,2,48
S20-2-0178,2,55
S20-2-0179,2,45
S20-2-0180,2,56
S20-2-0181,1,59
S20-2-0182,1,61
S20-2-0183,2,61
S20-2-0184,2,57
S20-2-0185,2,56
S20-2-0186,2,59
S20-2-0187,2,56
S20-2-0188,2,56
S20-2-0189,1,61
S20-2-0190,1,62
S20-2-0191,2,60
S20-2-0192,1,63
S20-2-0193,1,61
S20-2-0194,1,52
S20-2-0195,2,57
S20-2-0196,2,57
S20-2-0197,2,56
S20-2-0198,2,63
S20-2-0199,2,63
S20-2-0200,1,63
S20-2-0201,2,51
S20-2-0202,2,61
S20-2-0203,2,57
S20-2-0204,2,59
S20-2-0205,1,46
S20-2-0206,2,58
S20-2-0207,2,56
S20-2-0208,2,60
S20-2-0209,2,45
S20-2-0210,2,52
S20-2-0211,2,60
S20-2-0212,2,56
S20-2-0213,2,54
S20-2-0214,2,42
S20-2-0215,2,49
S20-2-0216,2,61
S20-2-0217,2,61
S20-2-0218,2,62
S20-2-0219,2,57
S20-2-0220,2,54
S20-2-0221,1,63
S20-2-0222,2,63
S20-2-0223,2,38
S20-2-0224,2,49
S20-2-0225,2,47
S20-2-0226,2,49
S20-2-0227,2,60
S20-2-0228,1,59
S20-2-0229,1,63
S20-2-0230,2,57
S20-2-0231,2,58
S20-2-0232,2,51
S20-2-0233,1,57
S20-2-0234,2,63
S20-2-0235,1,64
S20-2-0236,2,56
S20-2-0237,1,64
S20-2-0238,2,56
S20-2-0239,2,54
S20-2-0240,1,56
S20-2-0241,2,56
S20-2-0242,2,62
S20-2-0243,1,57
S20-2-0244,1,62
S20-2-0245,2,51
S20-2-0246,2,62
S20-2-0247,1,63
S20-2-0248,1,64
S20-2-0249,2,63
S20-2-0250,2,50
S20-2-0251,2,59
S21-2-0001,2,36
S21-2-0002,2,34
S21-2-0003,1,37
S21-2-0004,2,38
S21-2-0005,2,38
S21-2-0006,2,40
S21-2-0007,2,41
S21-2-0008,2,40
S21-2-0009,2,47
S21-2-0010,1,35
S21-2-0011,1,48
S21-2-0012,2,46
S21-2-0013,2,44
S21-2-0014,2,46
S21-2-0015,1,22
S21-2-0016,2,54
S21-2-0017,2,55
S21-2-0018,2,25
S21-2-0019,2,53
S21-2-0020,2,47
S21-2-0021,1,54
S21-2-0022,1,55
S21-2-0023,1,32
S21-2-0024,1,26
S21-2-0025,1,32
S21-2-0026,1,25
S21-2-0027,2,25
S21-2-0028,2,22
S21-2-0029,1,29
S21-2-0030,1,25
S21-2-0031,2,53
S21-2-0032,1,24
S21-2-0033,1,23
S21-2-0034,2,21
S21-2-0035,1,46
S21-2-0036,1,50
S21-2-0037,2,46
S21-2-0038,2,49
S21-2-0039,2,35
S21-2-0040,1,45
S21-2-0041,2,52
S21-2-0042,2,29
S21-2-0043,1,20
S21-2-0044,1,37
S21-2-0045,2,42
S21-2-0046,1,23
S21-2-0047,2,22
S21-2-0048,1,30
S21-2-0049,2,23
S21-2-0050,2,21
S21-2-0051,1,22
S21-2-0052,2,20
S21-2-0053,1,21
S21-2-0054,1,22
S21-2-0055,2,28
S21-2-0056,2,49
S21-2-0057,1,49
S21-2-0058,2,21
S21-2-0059,2,24
S21-2-0060,1,52
S21-2-0061,1,20
S21-2-0062,1,41
S21-2-0063,1,35
S21-2-0064,2,50
S21-2-0065,2,20
S21-2-0066,2,56
S21-2-0067,1,60
S21-2-0068,2,59
S21-2-0069,1,19
S21-2-0070,2,19
S22-2-0001,2,42
S22-2-0002,2,42
S22-2-0003,2,30
S22-2-0004,1,22
S22-2-0005,2,20
S22-2-0006,2,22
S22-2-0007,2,22
S22-2-0008,1,20
S22-2-0009,1,21
S22-2-0010,2,21
S22-2-0011,2,23
S22-2-0012,1,21
S22-2-0013,1,19
S22-2-0014,1,21
S22-2-0015,1,20
S22-2-0016,1,21
S22-2-0017,1,20
S22-2-0018,1,20
S22-2-0019,1,26
S22-2-0020,1,34
S23-2-0001,2,35
S23-2-0002,1,24
S23-2-0003,2,32
S23-2-0004,2,24
S23-2-0005,0,0
S23-2-0006,2,52
S23-2-0007,1,21
S23-2-0008,2,22
S23-2-0009,2,28
S23-2-0010,2,48
S23-2-0011,2,26
S23-2-0012,2,24
S23-2-0013,1,26
S23-2-0014,1,24
S23-2-0015,2,38
S23-2-0016,2,48
S23-2-0017,2,48
S23-2-0018,1,53
S23-2-0019,2,47
S23-2-0020,2,25
S23-2-0021,1,53
S23-2-0022,1,24
S23-2-0023,1,26
S23-2-0024,1,27
S23-2-0025,2,21
S23-2-0026,2,24
S23-2-0027,1,27
S23-2-0028,2,22
S23-2-0029,2,42
S23-2-0030,1,54
S24-2-0001,2,34
S24-2-0002,1,30
S24-2-0003,1,45
S24-2-0004,2,48
S24-2-0005,2,30
S24-2-0006,2,28
S24-2-0007,2,30
S24-2-0008,2,25
S24-2-0009,2,43
S24-2-0010,2,37
S24-2-0011,2,36
S24-2-0012,2,43
S24-2-0013,2,37
S24-2-0014,2,27
S24-2-0015,2,24
S24-2-0016,1,24
S24-2-0017,1,24
S24-2-0018,1,27
S24-2-0019,1,35
S24-2-0020,1,27
S24-2-0021,1,28
S24-2-0022,2,19
S24-2-0023,2,19
S24-2-0024,1,20
S24-2-0025,2,34
S24-2-0026,2,38
S24-2-0027,2,37
S24-2-0028,1,35
S24-2-0029,1,36
S24-2-0030,2,30
S24-2-0031,2,30
S25-2-0001,1,76
S25-2-0002,2,60
S25-2-0003,1,70
S25-2-0004,1,65
S25-2-0005,1,62
S25-2-0006,1,73
S25-2-0007,1,76
S25-2-0008,2,76
S25-2-0009,2,66
S25-2-0010,2,74
S25-2-0011,1,65
S25-2-0012,2,64
S25-2-0013,2,66
S25-2-0014,1,65
S25-2-0015,2,62
S25-2-0016,1,65
S25-2-0017,2,78
S25-2-0018,2,69
S25-2-0019,2,67
S25-2-0020,1,70
S25-2-0021,2,71
S25-2-0022,2,74
S25-2-0023,1,78
S25-2-0024,1,78
S25-2-0025,2,78
S25-2-0026,1,77
S25-2-0027,1,68
S25-2-0028,2,60
S25-2-0029,2,56
S25-2-0030,2,73
S25-2-0031,1,68
S25-2-0032,2,74
S25-2-0033,2,65
S25-2-0034,1,64
S25-2-0035,2,78
S25-2-0036,2,76
S25-2-0037,1,79
S25-2-0038,2,69
S25-2-0039,1,70
S25-2-0040,2,60
S25-2-0041,1,68
S25-2-0042,1,65
S25-2-0043,2,64
S25-2-0044,2,72
S25-2-0045,1,71
S25-2-0046,2,67
S25-2-0047,2,75
S25-2-0048,2,73
S25-2-0049,1,64
S25-2-0050,2,62
S25-2-0051,2,70
S25-2-0052,2,66
S25-2-0053,1,67
S25-2-0054,2,60
S25-2-0055,1,74
S25-2-0056,2,75
S25-2-0057,1,76
S25-2-0058,2,73
S25-2-0059,1,77
S25-2-0060,1,68
S25-2-0061,2,74
S25-2-0062,1,78
S25-2-0063,1,63